stn_num,stn_name,date,snow,snow_3hr
283,경주시,2/13/2011 2:00,1.5,
283,경주시,2/13/2011 3:00,1.5,
283,경주시,2/13/2011 4:00,1.5,
283,경주시,2/13/2011 5:00,1.5,
283,경주시,2/13/2011 6:00,1.5,
283,경주시,2/13/2011 7:00,1.5,
283,경주시,2/13/2011 8:00,1.5,
283,경주시,2/13/2011 9:00,1.5,
283,경주시,2/13/2011 10:00,1.5,
283,경주시,2/13/2011 11:00,1.5,
283,경주시,2/13/2011 12:00,1.5,
283,경주시,2/13/2011 13:00,1.5,
283,경주시,2/13/2011 14:00,1.4,
283,경주시,2/13/2011 15:00,1.3,
283,경주시,2/13/2011 16:00,1.2,
283,경주시,2/13/2011 17:00,1.2,
283,경주시,2/13/2011 18:00,1.2,
283,경주시,2/13/2011 19:00,1.2,
283,경주시,2/13/2011 20:00,1.2,
283,경주시,2/13/2011 21:00,1.2,
283,경주시,2/13/2011 22:00,1.2,
283,경주시,2/13/2011 23:00,1.2,
283,경주시,2/14/2011 0:00,1.2,
